2025.03.03,01:00,2855.53,2861.13,2855.02,2859.72,245
2025.03.03,01:01,2860.01,2866.57,2860,2866.26,249
2025.03.03,01:02,2866.12,2873.46,2865.22,2872.9,461
2025.03.03,01:03,2873.02,2874.35,2871.98,2873.5,505
2025.03.03,01:04,2873.62,2873.96,2872.31,2873.25,433
2025.03.03,01:05,2873.24,2873.31,2869.44,2870.03,420
2025.03.03,01:06,2870.09,2873.52,2870.09,2872.7,329
2025.03.03,01:07,2872.69,2872.7,2870.96,2871.03,296
2025.03.03,01:08,2871.02,2873.16,2870.69,2873.02,203
2025.03.03,01:09,2873.01,2874.11,2872.71,2873.88,212
2025.03.03,01:10,2873.81,2876.91,2873.67,2874.96,314
2025.03.03,01:11,2875.04,2875.92,2874.14,2874.52,184
2025.03.03,01:12,2874.5,2874.5,2872.5,2872.8,217
2025.03.03,01:13,2872.83,2873.87,2871.63,2873.52,190
2025.03.03,01:14,2873.53,2873.96,2872.69,2872.75,141
2025.03.03,01:15,2872.66,2872.66,2870.57,2872.09,150
2025.03.03,01:16,2872.1,2873.04,2871.9,2873,100
2025.03.03,01:17,2873.01,2873.01,2872,2872.11,117
2025.03.03,01:18,2872.1,2873.12,2871.95,2873.12,124
2025.03.03,01:19,2873.11,2873.94,2872.62,2873.93,136
2025.03.03,01:20,2873.93,2874.09,2873.55,2873.84,91
2025.03.03,01:21,2873.83,2874.26,2870.75,2871.49,185
2025.03.03,01:22,2871.63,2872.83,2871.63,2871.89,143
2025.03.03,01:23,2871.96,2871.97,2870.18,2870.66,266
2025.03.03,01:24,2870.65,2871.46,2870.18,2870.43,162
2025.03.03,01:25,2870.45,2870.75,2869.95,2870.4,155
2025.03.03,01:26,2870.38,2871.75,2869.95,2871.4,159
2025.03.03,01:27,2871.63,2871.76,2870.67,2871.3,108
2025.03.03,01:28,2871.33,2871.52,2871.02,2871.15,124
2025.03.03,01:29,2871.13,2871.73,2870.88,2871.12,129
2025.03.03,01:30,2871.09,2871.24,2870.32,2870.97,120
2025.03.03,01:31,2870.98,2870.98,2870.1,2870.15,126
2025.03.03,01:32,2870.17,2871.06,2869.78,2870.75,143
2025.03.03,01:33,2870.76,2871.1,2870.06,2870.77,135
2025.03.03,01:34,2870.78,2872.14,2870.5,2872.14,122
2025.03.03,01:35,2872.12,2872.44,2871.3,2872.3,139
2025.03.03,01:36,2872.34,2872.4,2871.28,2871.85,110
2025.03.03,01:37,2871.88,2872.15,2871.2,2872.15,104
