2025.10.01,01:00,3859.3,3859.47,3857.57,3857.78,136
2025.10.01,01:01,3857.79,3859.03,3857.06,3857.11,135
2025.10.01,01:02,3857.12,3859.92,3856.67,3859.58,135
2025.10.01,01:03,3859.69,3860.79,3859.55,3860.35,114
2025.10.01,01:04,3860.32,3860.64,3859.92,3860.07,81
2025.10.01,01:05,3860.05,3860.6,3859.92,3860.32,70
2025.10.01,01:06,3860.31,3860.92,3860.28,3860.77,65
2025.10.01,01:07,3860.74,3860.99,3860.31,3860.92,110
2025.10.01,01:08,3860.91,3861.34,3860.83,3861.29,61
2025.10.01,01:09,3861.28,3861.35,3859.05,3860.1,130
2025.10.01,01:10,3860.01,3860.21,3858.76,3858.96,55
2025.10.01,01:11,3858.91,3860.48,3858.79,3859.99,94
2025.10.01,01:12,3860.02,3860.37,3859.61,3860.08,76
2025.10.01,01:13,3860.07,3860.28,3859.48,3859.82,68
2025.10.01,01:14,3859.81,3860.56,3859.56,3859.77,83
2025.10.01,01:15,3859.76,3860.08,3859.63,3860.07,68
2025.10.01,01:16,3860.06,3860.18,3859.85,3860.15,41
2025.10.01,01:17,3860.18,3860.63,3860.13,3860.35,56
2025.10.01,01:18,3860.35,3860.48,3859.66,3860.14,58
2025.10.01,01:19,3860.24,3860.45,3860.05,3860.05,60
2025.10.01,01:20,3859.9,3860.1,3859.54,3859.74,79
2025.10.01,01:21,3859.72,3859.83,3858.63,3858.66,91
2025.10.01,01:22,3858.67,3858.71,3858.25,3858.65,83
2025.10.01,01:23,3858.63,3859.63,3858.63,3858.86,94
2025.10.01,01:24,3858.83,3859,3858.37,3858.52,92
2025.10.01,01:25,3858.46,3859.4,3856.66,3856.66,137
2025.10.01,01:26,3856.77,3857.48,3856.43,3856.68,140
2025.10.01,01:27,3856.66,3856.92,3855.21,3855.47,142
2025.10.01,01:28,3855.5,3856.53,3855.34,3855.48,139
2025.10.01,01:29,3855.46,3855.73,3854.7,3854.7,122
2025.10.01,01:30,3854.69,3857.51,3854.69,3856.33,124
2025.10.01,01:31,3856.32,3858.01,3855.8,3857.82,121
