2023.04.03,01:00,1970.1,1970.65,1966.42,1968.03,95
2023.04.03,01:01,1967.87,1970.36,1967.84,1968.34,72
2023.04.03,01:02,1967.81,1968.43,1966.57,1966.97,94
2023.04.03,01:03,1966.83,1967.15,1966.62,1966.94,63
2023.04.03,01:04,1966.94,1967.03,1965.53,1966.23,60
2023.04.03,01:05,1966.23,1967.33,1966.23,1966.83,37
2023.04.03,01:06,1966.83,1966.83,1965.33,1965.84,43
2023.04.03,01:07,1965.84,1965.84,1965.13,1965.36,38
2023.04.03,01:08,1965.33,1965.43,1963.53,1964.55,54
2023.04.03,01:09,1964.49,1966.31,1964.4,1966.31,61
2023.04.03,01:10,1966.19,1966.4,1964.42,1964.97,92
2023.04.03,01:11,1964.92,1964.99,1964.34,1964.35,41
2023.04.03,01:12,1964.36,1964.56,1961.43,1961.7,82
2023.04.03,01:13,1961.64,1961.65,1960.67,1960.95,95
2023.04.03,01:14,1960.97,1963.43,1960.97,1963.06,75
2023.04.03,01:15,1963.06,1963.43,1961.59,1961.59,55
2023.04.03,01:16,1961.56,1961.56,1960.3,1961.51,54
2023.04.03,01:17,1961.5,1962.05,1961.14,1961.14,35
2023.04.03,01:18,1961.16,1961.48,1961.08,1961.39,33
2023.04.03,01:19,1961.39,1961.42,1961.15,1961.24,20
2023.04.03,01:20,1961.26,1961.38,1960.1,1961.34,84
2023.04.03,01:21,1961.42,1962.42,1961.31,1962.36,52
2023.04.03,01:22,1962.38,1963.08,1962.38,1962.99,48
2023.04.03,01:23,1963.06,1963.72,1962.98,1963.61,44
2023.04.03,01:24,1963.57,1963.62,1962.7,1963.61,53
2023.04.03,01:25,1963.71,1964.13,1962.92,1963.77,45
2023.04.03,01:26,1963.63,1963.93,1963.49,1963.91,31
2023.04.03,01:27,1963.92,1963.96,1963.12,1963.19,35
2023.04.03,01:28,1963.24,1963.49,1962.84,1963.49,18
2023.04.03,01:29,1963.53,1963.99,1963.53,1963.94,35
2023.04.03,01:30,1963.91,1963.98,1963.6,1963.91,50
2023.04.03,01:31,1963.94,1964.06,1963.49,1963.79,61
2023.04.03,01:32,1963.91,1963.91,1963.36,1963.4,45
2023.04.03,01:33,1963.41,1963.76,1963.13,1963.72,37
2023.04.03,01:34,1963.7,1964.57,1963.42,1963.67,90
2023.04.03,01:35,1963.67,1963.67,1961.72,1962.66,72
2023.04.03,01:36,1962.68,1963.47,1962.55,1963.33,39
2023.04.03,01:37,1963.3,1963.33,1961.85,1962.09,55
2023.04.03,01:38,1962.12,1962.21,1961.78,1961.91,24
2023.04.03,01:39,1961.91,1961.91,1961.08,1961.19,47
2023.04.03,01:40,1961.21,1961.25,1961.13,1961.23,29
