2023.05.01,01:00,1991.3,1991.31,1989.3,1990.39,110
2023.05.01,01:01,1990.5,1990.5,1989.59,1989.64,100
2023.05.01,01:02,1989.56,1989.63,1989.25,1989.55,54
2023.05.01,01:03,1989.48,1989.8,1989.24,1989.8,42
2023.05.01,01:04,1989.7,1990.16,1989.66,1989.93,50
2023.05.01,01:05,1989.93,1990.04,1989.7,1990,37
2023.05.01,01:06,1989.97,1990.12,1989.83,1990.12,28
2023.05.01,01:07,1990.07,1990.16,1989.87,1989.93,20
2023.05.01,01:08,1989.95,1990.42,1989.86,1990.38,34
2023.05.01,01:09,1990.32,1990.56,1990.29,1990.52,31
2023.05.01,01:10,1990.54,1991.09,1990.54,1991.04,54
2023.05.01,01:11,1990.99,1991.05,1990.77,1991.05,25
2023.05.01,01:12,1991.04,1991.06,1990.77,1990.98,33
2023.05.01,01:13,1991,1991.23,1990.89,1991.23,26
2023.05.01,01:14,1991.21,1991.21,1990.7,1990.99,29
2023.05.01,01:15,1990.86,1991.3,1990.65,1991.28,36
2023.05.01,01:16,1991.29,1991.53,1991.15,1991.33,36
2023.05.01,01:17,1991.33,1991.7,1991.23,1991.7,29
2023.05.01,01:18,1991.77,1991.81,1991.4,1991.51,35
2023.05.01,01:19,1991.5,1991.5,1990.92,1991.12,24
2023.05.01,01:20,1991.15,1991.19,1991.01,1991.16,14
2023.05.01,01:21,1991.17,1991.22,1990.95,1991.06,27
2023.05.01,01:22,1991.04,1991.07,1990.51,1990.54,37
2023.05.01,01:23,1990.5,1990.96,1990.47,1990.83,37
2023.05.01,01:24,1990.78,1990.87,1990.41,1990.43,33
2023.05.01,01:25,1990.42,1990.62,1990.22,1990.33,32
2023.05.01,01:26,1990.12,1990.54,1989.95,1990.54,48
2023.05.01,01:27,1990.53,1990.66,1990.16,1990.17,34
2023.05.01,01:28,1990.08,1990.23,1989.88,1990.21,25
2023.05.01,01:29,1990.17,1990.17,1989.95,1990.06,29
2023.05.01,01:30,1990.14,1990.29,1990.05,1990.06,28
2023.05.01,01:31,1990.04,1990.08,1989.9,1989.9,27
2023.05.01,01:32,1989.93,1990.28,1989.93,1990.25,21
2023.05.01,01:33,1990.29,1990.3,1989.79,1989.79,22
2023.05.01,01:34,1989.82,1989.99,1989.73,1989.99,25
2023.05.01,01:35,1989.93,1989.93,1989.73,1989.8,30
2023.05.01,01:36,1989.75,1989.89,1989.65,1989.79,21
2023.05.01,01:37,1989.75,1989.81,1989.5,1989.5,30
2023.05.01,01:38,1989.53,1989.54,1989.05,1989.14,33
2023.05.01,01:39,1989.11,1989.15,1988.68,1988.78,37
2023.05.01,01:40,1988.75,1988.93,1988.54,1988.9,40
2023.05.01,01:41,1988.77,1988.83,1988.54,1988.83,19
2023.05.01,01:42,1988.82,1989.02,1988.64,1989.01,25
2023.05.01,01:43,1989.06,1989.14,1988.84,1989.14,21
2023.05.01,01:44,1989.16,1989.22,1989.02,1989.15,20
2023.05.01,01:45,1989.22,1989.29,1988.9,1988.9,28
2023.05.01,01:46,1988.86,1989,1988.83,1988.84,25
2023.05.01,01:47,1988.88,1988.88,1988.71,1988.73,18
2023.05.01,01:48,1988.78,1989.07,1988.73,1989.01,23
2023.05.01,01:49,1989.03,1989.03,1988.81,1988.95,20
2023.05.01,01:50,1988.95,1989.11,1988.94,1989.06,12
2023.05.01,01:51,1989,1989.18,1988.92,1989.11,21
